employee_id,directorate_name,role_name,grade_name,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100958,Commercial,Brand Executive,IV,Social Orientation & Collaboration,papi_s,5,9.0,180.00,116.21,106.94
EMP100476,HR & Corp Affairs,Finance Officer,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.10,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,105.0,95.88,99.10,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,102.57,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Creativity & Innovation Orientation,strength_ideation,8,7,112.50,102.57,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Leadership & Influence,disc_d,1,1,100,100.00,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,103.63,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Motivation & Drive,papi_a,5,6.0,120.00,103.63,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,116.21,104.76
EMP100476,HR & Corp Affairs,Finance Officer,IV,Social Orientation & Collaboration,papi_s,5,9.0,180.00,116.21,104.76
EMP100513,Commercial,Supply Planner,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.90,104.57
EMP100513,Commercial,Supply Planner,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.0,99.53,99.90,104.57
EMP100513,Commercial,Supply Planner,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,107.71,104.57
EMP100513,Commercial,Supply Planner,V,Creativity & Innovation Orientation,strength_ideation,8,5,137.50,107.71,104.57
EMP100513,Commercial,Supply Planner,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,104.57
EMP100513,Commercial,Supply Planner,V,Leadership & Influence,disc_d,1,1,100,100.00,104.57
EMP100513,Commercial,Supply Planner,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,110.88,104.57
EMP100513,Commercial,Supply Planner,V,Motivation & Drive,papi_a,5,8.0,160.00,110.88,104.57
EMP100513,Commercial,Supply Planner,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,104.57
EMP100513,Commercial,Supply Planner,V,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,104.57
EMP101712,Technology,Data Analyst,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,105.70,104.30
EMP101712,Technology,Data Analyst,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,138.0,126.01,105.70,104.30
EMP101712,Technology,Data Analyst,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,107.71,104.30
EMP101712,Technology,Data Analyst,III,Creativity & Innovation Orientation,strength_ideation,8,5,137.50,107.71,104.30
EMP101712,Technology,Data Analyst,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,104.30
EMP101712,Technology,Data Analyst,III,Leadership & Influence,disc_d,1,1,100,100.00,104.30
EMP101712,Technology,Data Analyst,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,104.30
EMP101712,Technology,Data Analyst,III,Motivation & Drive,papi_a,5,9.0,180.00,114.51,104.30
EMP101712,Technology,Data Analyst,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,91.90,104.30
EMP101712,Technology,Data Analyst,III,Social Orientation & Collaboration,papi_s,5,3.0,60.00,91.90,104.30
EMP100313,Technology,Data Analyst,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.10,101.97
EMP100313,Technology,Data Analyst,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,105.0,95.88,99.10,101.97
EMP100313,Technology,Data Analyst,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,101.97
EMP100313,Technology,Data Analyst,III,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,101.97
EMP100313,Technology,Data Analyst,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,101.97
EMP100313,Technology,Data Analyst,III,Leadership & Influence,disc_d,1,1,100,100.00,101.97
EMP100313,Technology,Data Analyst,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,101.97
EMP100313,Technology,Data Analyst,III,Motivation & Drive,papi_a,5,9.0,180.00,114.51,101.97
EMP100313,Technology,Data Analyst,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,101.97
EMP100313,Technology,Data Analyst,III,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,101.97
EMP101484,HR & Corp Affairs,Brand Executive,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.51351351351352,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Creativity & Innovation Orientation,strength_ideation,8,8,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Leadership & Influence,disc_d,1,1,100,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,107.25,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Motivation & Drive,papi_a,5,7.0,140.00,107.25,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,100.00,101.75
EMP101484,HR & Corp Affairs,Brand Executive,V,Social Orientation & Collaboration,papi_s,5,5.0,100.00,100.00,101.75
EMP100103,Technology,Data Analyst,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.10,101.62
EMP100103,Technology,Data Analyst,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,105.0,95.88,99.10,101.62
EMP100103,Technology,Data Analyst,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,110.27,101.62
EMP100103,Technology,Data Analyst,IV,Creativity & Innovation Orientation,strength_ideation,8,4,150.00,110.27,101.62
EMP100103,Technology,Data Analyst,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,101.62
EMP100103,Technology,Data Analyst,IV,Leadership & Influence,disc_d,1,0,0,0.00,101.62
EMP100103,Technology,Data Analyst,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,107.25,101.62
EMP100103,Technology,Data Analyst,IV,Motivation & Drive,papi_a,5,7.0,140.00,107.25,101.62
EMP100103,Technology,Data Analyst,IV,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,101.62
EMP100103,Technology,Data Analyst,IV,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,101.62
EMP100909,Technology,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,100.00,101.27
EMP100909,Technology,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.51351351351352,100.00,100.00,101.27
EMP100909,Technology,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,97.43,101.27
EMP100909,Technology,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,9,87.50,97.43,101.27
EMP100909,Technology,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,101.27
EMP100909,Technology,HRBP,V,Leadership & Influence,disc_d,1,1,100,100.00,101.27
EMP100909,Technology,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,101.27
EMP100909,Technology,HRBP,V,Motivation & Drive,papi_a,5,5.0,100.00,100.00,101.27
EMP100909,Technology,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,108.10,101.27
EMP100909,Technology,HRBP,V,Social Orientation & Collaboration,papi_s,5,7.0,140.00,108.10,101.27
EMP101293,Technology,Finance Officer,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,86.48,100.88
EMP101293,Technology,Finance Officer,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,120.0,109.58,86.48,100.88
EMP101293,Technology,Finance Officer,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,115.41,100.88
EMP101293,Technology,Finance Officer,III,Creativity & Innovation Orientation,strength_ideation,8,2,175.00,115.41,100.88
EMP101293,Technology,Finance Officer,III,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,100.88
EMP101293,Technology,Finance Officer,III,Leadership & Influence,disc_d,1,1,100,100.00,100.88
EMP101293,Technology,Finance Officer,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,100.88
EMP101293,Technology,Finance Officer,III,Motivation & Drive,papi_a,5,9.0,180.00,114.51,100.88
EMP101293,Technology,Finance Officer,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,95.95,100.88
EMP101293,Technology,Finance Officer,III,Social Orientation & Collaboration,papi_s,5,4.0,80.00,95.95,100.88
EMP100926,Technology,Sales Supervisor,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,102.50,100.86
EMP100926,Technology,Sales Supervisor,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,122.0,111.40,102.50,100.86
EMP100926,Technology,Sales Supervisor,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,100.86
EMP100926,Technology,Sales Supervisor,V,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,100.86
EMP100926,Technology,Sales Supervisor,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,100.86
EMP100926,Technology,Sales Supervisor,V,Leadership & Influence,disc_d,1,1,100,100.00,100.86
EMP100926,Technology,Sales Supervisor,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,107.25,100.86
EMP100926,Technology,Sales Supervisor,V,Motivation & Drive,papi_a,5,7.0,140.00,107.25,100.86
EMP100926,Technology,Sales Supervisor,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,100.86
EMP100926,Technology,Sales Supervisor,V,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,100.86
EMP101686,Commercial,Brand Executive,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,104.50,100.64
EMP101686,Commercial,Brand Executive,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,132.0,120.53,104.50,100.64
EMP101686,Commercial,Brand Executive,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,100.00,100.64
EMP101686,Commercial,Brand Executive,V,Creativity & Innovation Orientation,strength_ideation,8,8,100.00,100.00,100.64
EMP101686,Commercial,Brand Executive,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,100.64
EMP101686,Commercial,Brand Executive,V,Leadership & Influence,disc_d,1,0,0,0.00,100.64
EMP101686,Commercial,Brand Executive,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,103.63,100.64
EMP101686,Commercial,Brand Executive,V,Motivation & Drive,papi_a,5,6.0,120.00,103.63,100.64
EMP101686,Commercial,Brand Executive,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,116.21,100.64
EMP101686,Commercial,Brand Executive,V,Social Orientation & Collaboration,papi_s,5,9.0,180.00,116.21,100.64
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,4.0,80.00,89.28,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,134.0,122.36,89.28,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,107.71,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Creativity & Innovation Orientation,strength_ideation,8,5,137.50,107.71,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Leadership & Influence,disc_d,1,1,100,100.00,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,103.63,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Motivation & Drive,papi_a,5,6.0,120.00,103.63,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,96.21,99.54
EMP100024,HR & Corp Affairs,Sales Supervisor,IV,Social Orientation & Collaboration,papi_s,5,8.0,160.00,96.21,99.54
EMP101806,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,102.70,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,123.0,112.31,102.70,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,3.0,60.00,81.06,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,3,162.50,81.06,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Leadership & Influence,disc_d,1,0,0,0.00,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Motivation & Drive,papi_a,5,9.0,180.00,114.51,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,116.21,99.22
EMP101806,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,papi_s,5,9.0,180.00,116.21,99.22
EMP100761,Commercial,Finance Officer,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,96.90,98.92
EMP100761,Commercial,Finance Officer,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,94.0,85.83,96.90,98.92
EMP100761,Commercial,Finance Officer,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,98.92
EMP100761,Commercial,Finance Officer,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,98.92
EMP100761,Commercial,Finance Officer,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.92
EMP100761,Commercial,Finance Officer,IV,Leadership & Influence,disc_d,1,1,100,100.00,98.92
EMP100761,Commercial,Finance Officer,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,107.25,98.92
EMP100761,Commercial,Finance Officer,IV,Motivation & Drive,papi_a,5,7.0,140.00,107.25,98.92
EMP100761,Commercial,Finance Officer,IV,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,108.10,98.92
EMP100761,Commercial,Finance Officer,IV,Social Orientation & Collaboration,papi_s,5,7.0,140.00,108.10,98.92
EMP100426,Technology,Brand Executive,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,100.00,98.65
EMP100426,Technology,Brand Executive,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.51351351351352,100.00,100.00,98.65
EMP100426,Technology,Brand Executive,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,98.65
EMP100426,Technology,Brand Executive,III,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,98.65
EMP100426,Technology,Brand Executive,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.65
EMP100426,Technology,Brand Executive,III,Leadership & Influence,disc_d,1,1,100,100.00,98.65
EMP100426,Technology,Brand Executive,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,98.65
EMP100426,Technology,Brand Executive,III,Motivation & Drive,papi_a,5,5.0,100.00,100.00,98.65
EMP100426,Technology,Brand Executive,III,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,98.65
EMP100426,Technology,Brand Executive,III,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,98.65
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,101.70,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,118.0,107.75,101.70,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,102.57,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Creativity & Innovation Orientation,strength_ideation,8,7,112.50,102.57,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Leadership & Influence,disc_d,1,1,100,100.00,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Motivation & Drive,papi_a,5,5.0,100.00,100.00,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,100.00,98.62
EMP101055,HR & Corp Affairs,Sales Supervisor,IV,Social Orientation & Collaboration,papi_s,5,5.0,100.00,100.00,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,102.63,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,122.66666666666667,112.01,102.63,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,87.16,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Creativity & Innovation Orientation,strength_ideation,8,13,37.50,87.16,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Leadership & Influence,disc_d,1,0,0,0.00,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Motivation & Drive,papi_a,5,9.0,180.00,114.51,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,108.10,98.62
EMP101550,HR & Corp Affairs,Finance Officer,V,Social Orientation & Collaboration,papi_s,5,7.0,140.00,108.10,98.62
EMP101802,Commercial,HRBP,III,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,97.70,98.44
EMP101802,Commercial,HRBP,III,Cognitive Complexity & Problem-Solving,iq,109.513513513514,98.0,89.49,97.70,98.44
EMP101802,Commercial,HRBP,III,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,89.73,98.44
EMP101802,Commercial,HRBP,III,Creativity & Innovation Orientation,strength_ideation,8,12,50.00,89.73,98.44
EMP101802,Commercial,HRBP,III,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.44
EMP101802,Commercial,HRBP,III,Leadership & Influence,disc_d,1,1,100,100.00,98.44
EMP101802,Commercial,HRBP,III,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,98.44
EMP101802,Commercial,HRBP,III,Motivation & Drive,papi_a,5,9.0,180.00,114.51,98.44
EMP101802,Commercial,HRBP,III,Social Orientation & Collaboration,competencies_sea,5,4.0,80.00,88.10,98.44
EMP101802,Commercial,HRBP,III,Social Orientation & Collaboration,papi_s,5,6.0,120.00,88.10,98.44
EMP100485,HR & Corp Affairs,Supply Planner,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,100.30,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,111.0,101.36,100.30,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,89.73,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Creativity & Innovation Orientation,strength_ideation,8,12,50.00,89.73,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Cultural & Values Urgency,competencies_vcu,5,4.0,80.00,80.00,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Leadership & Influence,disc_d,1,0,0,0.00,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,114.51,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Motivation & Drive,papi_a,5,9.0,180.00,114.51,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,116.21,98.27
EMP100485,HR & Corp Affairs,Supply Planner,V,Social Orientation & Collaboration,papi_s,5,9.0,180.00,116.21,98.27
EMP101862,Technology,Data Analyst,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,99.90,98.14
EMP101862,Technology,Data Analyst,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,109.0,99.53,99.90,98.14
EMP101862,Technology,Data Analyst,IV,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,63.56,98.14
EMP101862,Technology,Data Analyst,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,63.56,98.14
EMP101862,Technology,Data Analyst,IV,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.14
EMP101862,Technology,Data Analyst,IV,Leadership & Influence,disc_d,1,1,100,100.00,98.14
EMP101862,Technology,Data Analyst,IV,Motivation & Drive,competencies_qdd,5,5.0,100.00,110.88,98.14
EMP101862,Technology,Data Analyst,IV,Motivation & Drive,papi_a,5,8.0,160.00,110.88,98.14
EMP101862,Technology,Data Analyst,IV,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,112.16,98.14
EMP101862,Technology,Data Analyst,IV,Social Orientation & Collaboration,papi_s,5,8.0,160.00,112.16,98.14
EMP100400,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,97.30,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Cognitive Complexity & Problem-Solving,iq,109.513513513514,96.0,87.66,97.30,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,competencies_ids,5,4.0,80.00,102.09,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Creativity & Innovation Orientation,strength_ideation,8,1,187.50,102.09,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Cultural & Values Urgency,competencies_vcu,5,5.0,100.00,100.00,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Leadership & Influence,disc_d,1,1,100,100.00,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Motivation & Drive,competencies_qdd,5,5.0,100.00,100.00,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Motivation & Drive,papi_a,5,5.0,100.00,100.00,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,competencies_sea,5,5.0,100.00,91.90,98.13
EMP100400,HR & Corp Affairs,HRBP,V,Social Orientation & Collaboration,papi_s,5,3.0,60.00,91.90,98.13
EMP100208,Technology,Brand Executive,IV,Cognitive Complexity & Problem-Solving,competencies_sto,5,5.0,100.00,95.90,97.82
EMP100208,Technology,Brand Executive,IV,Cognitive Complexity & Problem-Solving,iq,109.513513513514,89.0,81.27,95.90,97.82
EMP100208,Technology,Brand Executive,IV,Creativity & Innovation Orientation,competencies_ids,5,5.0,100.00,79.45,97.82
EMP100208,Technology,Brand Executive,IV,Creativity & Innovation Orientation,strength_ideation,8,null,null,79.45,97.82
